id,name,birth_date,popularity,character_ids,movie_ids
904,Larry Bradford,1946-01-30,6.574653628519318,2799;70;3103;2230;3081;1507;2222;1001;730;2800;3124;2323;2411,1789;1865;2293;2641;3685;4382;4480;4767;5185;5480;5986;6332;6344
905,Christopher Rodriguez,1958-08-05,1.7077549183007323,1033;1620;465;1862;2446;3136;552;2355;2820;1589;2473;2650;3229;2118;2146;2312;2;765;2367;2606;2271;2639;859;1260;3198;1802;752;762;2838;540,98;294;532;725;808;907;1474;1728;1793;2085;2201;2225;2309;2624;2628;2655;3248;3358;3585;3618;4024;4077;4286;4345;4623;4878;5189;5190;5947;6080
906,Nicole Parker,1981-09-18,7.416647203238953,2056;359;433;960;2886;395;1228;2646;594;3037;615;1333;691;970;1417;1914;280;288;1472;2822;2895;2047;2720;1509;3193;1048;1811,229;356;986;1058;1336;1447;1572;1767;1940;2284;2406;2510;2892;3385;3452;3518;3749;3750;3908;4567;4577;4918;5005;5296;5530;6154;6260
907,Timothy Allen,1949-12-16,5.466810256268905,760;2576;389;1076;1671;1780;2374;374;2466;755;2175;3126;691;1486;2428;445;1120;1661;867;3198;9;1801;2057;1225;1614,318;828;980;1073;1632;2113;2189;2374;3136;3356;3552;3692;3804;3910;4045;4230;4784;4857;5203;5531;5541;5803;5838;6177;6232
908,Krystal Elliott,1997-12-12,4.761583989893381,2611;2084;1510;2559;3050;213;1989;2259;1568;2759;1893;2287;777;1421;2153;1071;1435;716;1629;1824;1444;2229,65;196;674;1755;1825;1886;2137;2173;2546;3178;3970;4025;4275;4370;4469;4777;4828;5183;5314;5340;5752;5862
909,Mr. Brandon Parker,1968-06-10,2.9003618873245287,1414;3208;2978;441;831;1184;1907;2163;1153;503;737;1702;1155;1383;73;458;1199;2338;2731;1425;3104;102;1508;3056,145;312;395;529;1041;1086;1188;1229;2021;2392;2423;2565;3412;3898;5096;5148;5250;5414;5472;5750;5983;6019;6216;6438
910,Tina Porter,1965-07-28,6.67535529285816,2952;1310;49;95;2712;831;286;1274;1006;116;1487;3229;1225;1463;2737;2348;581;547;1618;1663;2250,47;76;471;478;1312;1512;1899;2036;2462;2812;2998;3246;3422;3907;4093;4161;4957;5166;5624;5778;5785;6323
911,Molly Dickson,1991-12-27,9.590914144274874,2649;2787;2035;866;2212;834;1200;1395;171;1103;3095;666;704;750;1241;2839;3174;238;916;3160;1079;1455;3143,260;329;427;1046;1235;1513;1569;1592;2818;2947;3226;3344;3350;3356;3424;3649;5072;5577;5676;5991;6157;6209;6453
912,Erin Mosley,1978-06-10,4.929641363571539,2755;498;3027;3237;2159;2647;700;516;1394;154;225;1749;2864;2885;1102;2990,417;537;1820;2794;3093;3163;3349;4241;4366;5107;5118;5332;5487;5953;6159;6427
913,Robert Hernandez,1984-02-17,6.676996594308417,1243;1741;141;440;650;1183;729;2500;145;1058;726;1710;2292;2321;2804;3084;2414;1518;1616;1889,124;217;485;529;1017;1086;1960;2681;2815;2940;3809;3942;4489;4493;4564;5061;5424;5764;5778;5814
914,Karen Melton,1946-09-19,3.9118922044203264,2256;884;3158;2592;285;2609;2676;2154;2185;2490;2050;2331;2382;2642;103;2016;969;2009;2071;1520;2203;2856;442;1326;2321;2537;2806;1510;1650;185;1379;2086,31;91;325;394;965;1298;1307;1700;1704;1745;2145;2184;2665;2703;2810;3073;3840;3986;3996;4384;4477;4572;5146;5267;5412;5444;5480;5762;5783;6030;6200;6300
915,Christian Ford,2004-05-29,6.976527035225569,2607;137;524;570;1545;945;2002;716;2812;3029;1647;2545;1582;265;3059;3142;1305;2089;1852;595;1149;2382;2884,379;942;1001;1007;1137;1530;2605;2896;3645;3678;3934;4062;4392;4663;5057;5068;5264;5378;5809;6088;6164;6340;6413
916,Tiffany Hall,1958-11-05,1.0733583915206557,823;2340;2674;2799;2878;3074;1256;2595;939;1163;1713;2129;2738;28;2024;2217;512;1535;2386;2848;1296;80;923;2070;695;1172;2031;2305;853;1135;2723;26,331;794;841;857;869;898;1096;1760;2452;2487;2566;3089;3175;3251;3988;4015;4240;4386;4502;4571;4810;5096;5209;5375;5485;5646;5712;5834;5871;6125;6163;6391;6472
917,Martha Mack,1955-02-17,4.168964685014903,455;52;1877;819;1135;0;1851;2321;1644;2650;3172;251;1740;693;2524;2960;948;2456;2812;1068;1157;621;2490;121,271;439;1184;1510;1560;1855;2121;2183;2558;2704;2785;2831;3036;4264;4522;4587;4761;4970;5020;5230;5244;5635;5897;6022
918,Kathryn Gay DDS,1979-10-13,4.248329561067114,3147;1643;723;695;170;1123;2855;35;1408;269;2699;100;256;1672;2857;1895;3172;1188;1289;3139;3097;370;2133,240;407;568;1023;1413;1558;1797;1861;2058;2358;2712;2809;2832;3026;3651;3970;4154;4334;4808;5523;5982;6055;6307
919,Gloria Floyd,1967-03-30,0.27970658864246434,416;1159;1788;2599;3221;1915;988;2027;717;1549;2653;503;763;515;2703;2729;213;1503;381;880;1306;1687;2480;283;989;2817;2880;666,286;339;714;830;918;1188;1535;1683;1959;2078;2705;3322;3357;3781;4087;4092;4198;4382;4680;5205;5264;5322;5435;5583;5687;5943;5952;6099
920,Marcus Bentley,1946-11-23,4.570822799215204,3110;1541;2304;1040;1540;2757;470;1416;1674;1677;2920;658;1770;705;1837;2284;2787;2382;2896;2947;1335;2879;2712;2930;1906;2219;2214,58;307;386;609;680;851;991;1117;1155;1633;1806;1951;2110;2419;3047;3106;3182;4039;4114;4121;4356;4574;5003;5495;5816;5860;6318
921,Patricia Hughes,1958-05-20,5.642090841340228,3159;3177;661;1674;3136;2682;3070;3141;491;1464;3145;2017;2227;2811;735;1539;822;839;1370;1394;2862;1323,112;344;560;697;1370;2230;2770;2780;2865;2996;3233;3530;4017;4103;4269;4387;5197;5198;5274;5744;5950;6073;6193
922,Lisa Rubio DDS,1978-01-10,0.11019643996194484,1088;1358;1495;2924;3014;1952;2309;2529;945;1032;37;97;1150;533;2508;1319;1654;2796,1074;1109;1609;1807;1819;2133;2181;2211;3382;3393;3716;4181;4789;5161;5439;5732;5784;6401
923,Adrian Miranda,1965-03-27,3.027615698731209,125;1266;2183;3004;121;674;2840;966;1165;324;655;3169;1028;2697;2949;3100;2781;749;2189;3087;25;1116;1821,446;1097;1231;1353;1405;1492;1796;1994;2487;2841;2888;3237;3849;4087;4121;4144;4560;4733;4935;5061;5544;6161;6261
924,Tracy Harrington,1950-02-07,6.451089877666706,303;1986;1217;2246;2359;423;729;1838;845;20;263;745;1054;1861;1447;1782;2445;2937;425;898;616;955;1299;1;435;1471,134;417;632;781;796;985;1026;1657;1977;2315;2357;2425;2469;2588;2993;3041;3132;3205;3311;3832;4714;4762;5263;6005;6065;6212
925,Mr. Christopher Phillips Jr.,1983-05-28,8.93220973440941,195;2928;420;2866;1343;539;2273;2627;1717;551;919;1710;2670;182;341;1350;1568;1771;3032;2871;3017;1527;2187;3172;204;1144;1475,176;243;254;867;1586;1934;2649;2701;3034;3328;3378;3491;3627;3736;3757;3894;3924;3951;4134;4573;4597;4840;5854;5993;6032;6164;6212
926,Brandon White,1996-09-13,6.198764625525428,3232;1210;2877;492;970;1712;1739;443;3098;2096;2350;2755;362;582;2345;2920;794;2731;1375;1438;3170;1116;322;1487;1827;745,182;312;368;536;601;703;1164;1454;1831;2151;2186;2241;2371;2402;2660;3203;3817;4554;4820;4828;5072;5238;5588;5758;5807;6111
927,William Good,1996-02-08,0.4263179680785778,538;2373;827;2645;2338;3116;2586;993;2888;1290;1422;1971;2235;107;551;2010;1448;1681;2266;250;636;1869,542;798;1041;1303;1725;1834;2217;2461;2741;3431;3452;3524;4018;4643;5162;5367;5753;5788;5867;6039;6094;6266
928,Marie Taylor,1952-08-10,9.070584353411709,2795;1946;2575;1606;2556;1584;1638;2062;1816;819;3116;2194;1959;1323;1774;2412;258;522;2365;803;1514;1564;40;1711;2518;1292,176;396;827;1144;1290;1622;1628;1688;2117;2436;3228;3555;3979;4355;4419;4506;4662;4701;4959;5194;5297;5304;5547;5792;5901;6187
929,Katherine Cox,1963-09-05,9.62796525204953,3095;2634;3055;352;2460;3044;3104;938;3054;335;1047;1230;1308;1614;1731;2421;2577;2619;2732;602;1351;546;1775;2235;2231;3143,135;835;895;975;1276;1359;1832;1990;2286;2842;2938;3423;3435;3478;3495;3592;4067;4072;4093;4252;4359;4704;4873;4941;5399;5524
930,Scott Stark,1952-12-12,4.6790710749048126,1975;2095;1547;1599;1616;239;338;368;1133;1620;2220;490;733;2453;2924;427;564;1335;3038;71;702;1345;1549;2045;2891;2669;1589;2805;1299;981;1286;1324;1948;101,198;308;680;1144;1146;1425;1439;1443;1560;1626;1708;1927;1962;2198;2265;2381;2399;2977;3219;3257;3805;3893;4388;4454;4577;4998;5308;5480;5730;6143;6186;6193;6278;6484
931,Jose Weber,1965-07-07,7.230652679380042,2321;193;436;350;598;1102;715;1868;1349;1160;3142;1698;2599;1935;3071;830;965;3007;391;1874;73;903;2632;2800,22;27;265;515;552;617;1497;1662;2049;2955;3232;3490;4069;4440;4605;4744;4763;5048;5140;5348;6016;6132;6376;6401
932,Michael Hunter,1962-01-21,2.76904039152861,306;574;1380;3123;340;413;567;1880;2162;512;1836;544;1992;79,968;1938;2517;2778;2843;3309;4248;4891;4932;5618;5808;6082;6284;6481
933,Wendy Williams,1987-12-27,9.817536857598611,1898;27;2632;437;275;1324;1460;2121;602;1845;665;1660;739;2306;3093;684;864;1428;2627;3148,396;927;1766;1920;2358;2508;2528;2624;2879;3048;3344;3486;4270;4951;5061;5180;5669;5750;6375;6453
934,Richard Lyons,1982-05-02,3.577476628172276,1604;994;70;1111;2395;1370;2174;197;1980;2913;1071;1889;67;2900;1078;343;650;1180;1939;2683;442;2230;3088;3231;2723;657;818;1312;1741;1900;2933,93;100;441;618;801;1111;1230;1418;1678;2264;2943;3054;3256;3657;3855;4216;4258;4333;4441;4546;4689;4941;5061;5537;5930;6097;6121;6191;6251;6270;6419
935,Samuel Roberts,1954-12-09,8.55839571811424,1373;2235;777;451;2939;1640;2377;1523;1308;2452;3142;509;2485;573;1806;48;142;299;2079;2195,113;149;215;431;877;1150;1261;1613;2506;2675;2780;2867;3139;3330;3504;3718;4648;5584;6298;6316
936,Sarah Walker,2003-08-29,5.032056213228414,1788;2442;70;1511;678;849;444;2558;865;1756;2599;2949;122;1922;275;3237,180;807;933;1131;1493;1516;1921;2688;2915;3037;3617;3664;4185;4439;5582;6003
937,Brandon Owens,1987-11-23,3.488340817581901,776;1325;666;1283;2863;322;618;761;2770;1619;1994;3114;3149;3135;1159;1533;94;1538;1616;2474;292;431;1322;387;883;1151;1266;1723,63;138;424;640;867;1436;1945;1964;2244;2555;2604;2776;2781;3231;3413;3469;3723;4386;4397;4515;4667;4688;5267;5599;5672;5710;5726;5793
938,Sabrina Rodriguez,1956-06-09,7.062246168036435,2487;1377;2891;982;2111;233;872;1150;2637;2744;2871;1301;1682;2130;2973;3180;1704;1036;2956;2897;1194;3036;438;639;2158;2763;2960;3125,34;35;75;217;1220;1424;1519;2485;3161;3175;3194;3434;3488;3547;3667;4156;4409;4773;5040;5491;5715;5972;6065;6094;6310;6395;6422;6450
939,Sylvia Nielsen,1996-06-13,3.9062432581964988,2896;1525;2325;3035;577;990;1399;1418;1612;2464;2528;3119;800;1027;1508;1550;3071;3039;271;2471;755;83,6;677;1724;1823;2401;2460;2520;2522;2554;2677;2684;3228;3363;3392;3466;3919;4139;4600;4664;4972;5189;6481
940,James Brown,1967-06-22,0.627657709605759,2694;338;1715;2129;2832;1158;154;2364;2428;1116;2497;3129;202;680;1300;1510;2877,65;513;1161;1223;1330;1563;2341;2662;3593;3861;4055;4614;6032;6102;6189;6216;6411
941,Katelyn Park DDS,1963-02-12,6.559192475035989,874;425;802;2376;2084;3233;319;1136;2719;492;542;1698;56;147;194;365;1104;2553;1155;2113;2416;2531;1745,310;527;578;1261;1691;1853;1903;2019;2236;2391;2396;2564;2803;2815;3275;3760;3860;4062;4330;4926;4966;5904;6251
942,Joshua Fry,1954-01-27,3.518670026655002,116;1801;1976;215;805;3060;1459;1606;1635;2213;2299;2;18;1285;1292;2181;1892;2038;2387;3052;901;1397;3019;1136;777;2130;3223;794;1797;2212;2390;652;2182,29;239;741;955;1038;1362;2066;2087;2091;2167;2180;2312;2315;2970;2972;3095;3516;3533;4040;4136;4293;4366;4597;4786;5191;5383;5535;5660;5802;5858;5883;6096;6313
943,Erica Johnson,1985-01-27,7.192091089721602,3192;1654;2872;1757;611;1726;1639;2436;2518;786;2797;2067;2305;2866;2654;1466;2134;3114;2935;1845;261;2155;2325;2621,6;125;212;312;554;706;1150;1271;1285;1506;1789;2616;2653;2738;3163;3460;3548;4146;4584;4884;5123;5387;6332;6374
944,Amy Stokes,1997-11-25,3.3929107680530644,2344;1460;1634;737;1146;1830;1946;109;2278;322;1288;176;1009;1248;1324;171;3164;23;1813;3156;1331;1709,65;1123;1149;1500;1562;1656;2132;2811;3106;3293;3431;3735;3847;3880;4814;5110;5527;5543;5805;5991;6194;6247
945,John Brown,2003-03-29,7.1518233313161055,2665;2168;56;1551;3200;106;267;1272;3006;2314;2469;1349;1634;1694;2049;2863;1211;2280;634;2395;2482;1546;1850;1709;2734,367;769;1395;1616;2304;2811;2833;2969;3214;3575;3599;3894;3932;3940;3992;4111;4338;4488;4718;4962;4974;5302;5345;5792;5931
946,Peter Henderson,1961-04-29,7.866968671980448,2907;1959;515;1017;956;494;1787;2207;874;1341;3070;1625;936;2609;235;2232;94;550;3129;226;2612;3082;2309,47;67;170;296;599;997;1171;1234;1519;1586;1828;3018;3381;4070;4202;4481;4642;4704;5067;5118;5456;5515;6331
947,Angela Jones,1971-09-27,2.7834014434338306,2401;2217;316;571;599;1944;2713;3178;260;1321;2791;2355;123;893;1934;2143;1754;2706;1089;2180;2328;2238;2464;3135;339;1163,43;385;510;548;552;1193;1312;1378;1428;1584;1788;2186;3265;3375;3520;3549;3948;4088;4321;4473;4494;4942;5894;5987;6051;6167
948,Shane Hayes,1972-09-25,7.626075868192609,1554;55;15;613;772;2204;2745;480;1093;2932;284;1807;625;697;1226;2229;888;1111;2262;120;814;822;2697;2168;443;1365,314;472;926;1013;1034;1234;1318;1460;1553;1808;1898;2580;2882;3349;3422;3561;3831;3860;4022;4184;4280;4281;4549;4933;5606;6199
949,Mckenzie Green,2000-09-09,3.029298851153026,2266;2915;2710;1781;1034;1522;1771;2016;2257;1975;2423;2802;245;620;1479;981;1729;1991;2758;29;825;893;2275;438;2924;1624;3064,10;312;367;420;608;676;1168;1204;1242;1677;1737;1790;1892;1945;2069;2458;2568;2604;3638;3715;4282;4291;4487;4688;5958;6234;6439
950,Steven Patterson,1995-06-05,3.939287295059122,685;2361;852;29;3127;316;2152;2035;3212;584;861;1555;750;778;3020;2029,59;97;585;928;1369;1903;2158;2612;3243;4250;4286;4844;5654;5658;5970;6290
951,Craig Mcmahon,1976-12-11,9.161600235054305,772;2523;3157;407;1417;2248;3015;399;445;2851;1621;1749;783;3242;607;1391;1784;2983;3220;3231;59;1613;2406;2974;2471,28;163;1373;1449;1595;1712;1819;2376;2384;2736;3017;3037;3360;3710;4253;4366;4420;4592;4625;5080;5093;5312;5423;5500;6353
952,Michael Martin,1991-08-01,6.451340055744696,438;847;475;675;691;1228;1806;1818;1747;1248;1537;2425;2060;3148;2865;1410;2725;2298;2444;1700;346;1317;1681;2766,19;239;394;563;565;633;716;1654;2570;2965;3006;3129;3537;3695;4111;4368;4553;4950;4969;5323;5592;6192;6243;6396
953,Thomas Hudson,2000-03-06,3.7652273448225113,33;2099;152;1923;2606;730;162;981;432;2687;2354;3237,435;759;1410;1671;1763;2422;2817;3386;3769;4086;4498;4628
954,Richard Harper,1949-06-19,4.717523128229512,79;686;2328;2432;2748;236;1365;924;420;816;1136;3165;465,1866;1954;2184;2672;3176;3282;3442;3836;4227;4280;5241;5527;6070
955,Laura Thomas,1989-05-12,6.589718101946602,124;623;679;2142;264;2537;2624;2868;231;2226;225;1154;2115;2235;2366;474;832;3002;805;897;2008;2575;2452;1989;2939;3077,446;555;563;765;962;1752;2222;2256;2353;2641;2827;2954;3087;3102;3121;3319;3367;4594;4741;4754;4911;4987;5430;5828;6419;6441
956,Dr. Natalie Doyle,1965-09-17,5.760389544703079,2648;664;1247;2546;780;2364;123;772;167;1580;1396;1579;1936;2414;2933;1333;3156;998;1704;939,837;1019;1094;1289;1505;1729;1874;1965;2818;3011;3899;3925;3976;4043;4119;4356;4617;4767;4863;5212
957,Steven Peck,1978-02-27,9.274122454746083,1401;87;1934;2201;454;1466;1768;1984;1999;2266;2959;1189;3216;770;874;1403;1662;2351;318;2544;2787;2503;497;744;1579;1692,51;443;735;1706;1922;2067;2110;2136;2605;2647;2754;2958;3244;3358;3372;3449;3936;4035;4213;4525;4562;4977;5615;5653;5773;6244
958,Ashley Cordova,1971-10-29,7.753979985334358,2481;2725;1397;2569;1245;2935;385;1303;2523;705;744;1842;2129;2471;691;1304;2149;566;2043;565;2023,190;1314;1592;1756;2497;3205;3305;3434;3607;4266;4270;4428;4466;4515;4726;4811;4930;5627;5835;6084;6289
959,Nathan Mcneil,2000-10-28,5.254339073540718,801;150;1964;790;2794;2198;2279;1453;1528;1886;1898;411;1123;3028;3055;2944;67,125;132;320;577;1788;2165;2177;2527;3005;3054;3056;3309;4326;5052;5056;5962;6479
960,Madison Fowler,1983-07-13,1.2942196948653983,1352;790;1930;282;2837;1318;2488;1434;2977;216;1375;2808;2613;2926;170;181;842;1720;3061;264;588;686;1828;1925,292;355;735;1431;2252;2508;3139;3455;3668;3741;3897;4102;4535;4583;4651;4652;4746;4865;5057;5123;5167;5180;5807;5819
961,Daniel Werner,1972-10-06,3.240766122106619,372;30;271;484;1556;2393;2829;422;904;1360;1872;2819;1296;712;2967;1596;1577;681,164;469;503;535;1138;1265;1329;2381;2447;2514;2589;3187;3432;3807;4123;4394;4847;6102
962,Patricia Burke,1958-11-18,9.551945968026274,1906;2124;2071;241;933;1722;1664;1017;1196;514;1976;152;196;807;1750;342;606;1364;2199;1294;1821;1880;511;1343,69;384;756;959;1055;1162;1632;2003;2491;3323;3526;3731;4197;4279;4415;4674;4713;4818;4936;5263;5340;5349;5617;5736
963,Tristan Bonilla,1983-06-05,3.480952202118428,3151;2102;2510;556;1421;2702;2253;3150;1914;1358;2046;3179;2832;2874;3109;264;878;1044;1653;1706;1674;518;1985;254;817;1826;2015;2975;3044;99;2634;2928;490;2813;2346;2801,104;160;315;545;661;845;1242;1372;1670;2050;2144;2301;2734;2740;2775;2832;3373;3396;3485;3491;3937;4241;4446;4662;4743;4881;4913;5043;5053;5099;5459;5495;5614;5942;6335;6401
964,Jacqueline Cox,1964-09-19,6.174750240883697,2705;610;515;2204;2635;347;756;1948;178;1123;1404;2085;2324;719;3083;95;513;2569;298;1280;1762;3052;3122;1400;3183;73,9;1481;1931;2167;2223;2369;2426;2599;2819;2950;2987;3082;3113;3352;3685;3724;3780;4529;5127;5261;5333;5975;5985;6202;6458;6480
965,Kathryn Parrish,1991-10-05,4.037738521961121,1636;21;1139;1524;2564;1176;3204;2222;3229;593;1393;1404;1917;2703;3198;1112;2155;423;2019;563,692;927;1560;1613;1755;2023;2305;2640;2793;3333;3448;3450;3519;3632;3704;3860;4007;4686;4914;6084
966,Dr. Jason Bell PhD,1973-02-24,0.44929132085456236,137;1630;990;3067;322;1305;1471;2880;948;2425;1725;2704;85,120;691;1536;2288;2366;2505;2530;3655;3838;4508;5328;5468;6017
967,Pamela Wilson,1956-02-19,8.520311842328123,2612;1745;76;2203;1590;1825;34;2551;2749;785;2077;3046;468;1767;3134;2905;960;3243;3052;930;128;256;1023;1298;1397;2254,10;371;441;773;1142;1176;1390;1754;1783;1968;2148;2767;2861;3039;3231;3657;3840;4163;4602;5210;5562;5579;5691;5730;5745;5864
968,Jake Tran,1955-03-29,1.5917967432517044,97;1598;2440;3094;2552;3097;1947;2696;2304;939;2514;2638;1547;326;842;611;1492;2143;2240,40;330;806;902;2213;2292;2599;3170;3573;3838;4057;4076;4388;5131;5199;5634;6214;6309;6321
969,Jane Bruce,1991-01-11,0.9654044110522397,3238;1811;4;875;1022;1313;1537;751;2968;2367;22;339;1692;1822;3057;1446;1464;2224;892;1054;2535;3098;489;285;2068;2731;3186;80;2569,24;378;464;588;606;644;679;1030;1348;1729;1859;1907;2099;2117;2286;3458;3460;3560;3832;4316;4524;4608;5155;5583;5839;5931;5995;6016;6368
970,Madison Park,2007-02-16,1.062204353469155,2596;2391;1748;2010;1138;2815;941;1871;269;1072;1650;3201;2113;2447;2066;2982;3126;2757;1210;2147;3143;186;1809;2932;2055;569;3209,110;387;709;745;1080;1327;1529;1662;1896;2011;2092;2305;2623;2674;3080;3211;3230;3638;3875;4006;4149;4196;4424;5037;5373;5628;5998
971,Annette Miller,2001-02-22,9.34233908946233,833;1119;1163;1329;1838;3041;442;1185;1437;1908;2912;601;2752;1658;1676;1422;1598;2278;128;160;272;2289;1124;226;3173,251;619;1084;1106;1178;1359;1454;1567;1600;1669;1805;1942;2241;2559;3487;3902;3928;4025;5103;5108;5124;5407;5706;6035;6456
972,Matthew Jensen,1972-02-28,4.76413006511773,3052;19;130;171;1289;1678;1784;3140;644;848;2423;2793;3072;1548;899;2144;2658;3133;878;2941;3135;38;365;1410;2521,325;467;483;490;1100;1633;1650;2297;2410;2912;3592;3643;3684;3919;4292;4468;4997;5068;5204;5496;5523;6010;6055;6204;6361
973,Paul Hanson,1981-03-29,7.599092813695561,890;1349;3067;1190;2878;529;1115;163;1208;1594;1693;2253;514;650,1050;1109;1363;1568;1801;1933;2478;2817;5251;5308;5322;5402;6077;6096
974,Jeremy Perkins,1946-05-24,9.813283962886283,641;1443;1821;1684;3070;2870;724;1360;2137;2130;1104;1189;1631;2465;1212;122;1976;1600;238,46;98;354;699;897;1654;1799;1959;2050;2156;2625;2947;3417;3932;4051;4338;4646;5363;5775;6037
975,Sarah Lewis,1997-01-14,8.085554832016546,422;1331;3046;2746;366;2973;257;53;175;288;1214;2756;1881;2298;1062;630;1314;1339;1470;676;3030,164;190;306;381;517;1349;1428;2321;2343;2360;2493;2722;3053;3109;3853;4256;4354;4357;4833;5179;5507
976,James Gonzalez,1976-02-16,7.326470523745189,1279;1716;2313;1399;1917;2341;752;2944;322;772;96;2210;959;3098;356;171;1122;1426;3086;2467;2510;2776;749;1675;1995;2233;1660;1702;2193;2907,83;241;330;658;734;794;1501;1810;1904;2428;2808;3099;3383;3687;3759;4193;4784;4827;5061;5434;5440;5477;5654;5788;5828;5862;6240;6246;6316;6320;6416
977,Heather Leon,1975-09-29,2.3661718596094694,450;1511;698;1668;2094;3012;227;961;2652;656;1820;3;517;2258;565;789;1799;2785;2863;648;2100;27,9;398;566;1154;1217;1354;1888;1993;2705;2888;3045;3712;4700;4945;5164;5193;5337;5478;5487;5639;5843;6009
978,Robert Padilla,1994-08-10,8.997943094429031,1566;186;3102;235;1029;785;2533;853;1054;59;1072;505;1712;976;2042;946;967;2628;1184,166;493;903;958;1543;2431;2685;2913;2939;3256;3399;3779;4410;5219;5371;5681;5684;5918;6170
979,Todd Casey,1978-09-17,1.7399795895936454,175;1133;1218;2858;1643;1781;123;780;1422;2891;223;2271;2998;282;3163;3;1158;497;1603;2993;3034;705;3029,490;1080;1571;1798;2092;2113;2333;2430;2523;2741;3281;3568;4129;4208;4618;4630;4789;5156;5310;5503;5508;6105;6434
980,Shawn Baker,2001-03-25,8.924728511578103,1045;991;174;1255;1201;2091;2273;2928;25;1968;2388;523;1275;1671;2425;2890;2722;370;1307;1752;1433;1877;2038;3232;559;1746;2590;697;1778;390;615,292;409;490;636;1089;1217;1245;1342;1389;1676;2190;2394;2501;2561;2671;2741;3173;3302;3434;3497;3903;4432;4917;5080;5164;5331;5452;5646;5800;6058;6090
981,Susan Nunez,1944-06-15,7.55813874105511,2085;46;213;1817;379;1397;1231;2577;363;2724;99;432;1765;325;296;564;707;1906;2156,308;438;497;719;979;1114;1572;2692;2847;3173;3261;3312;3950;4214;6044;6084;6106;6271;6310
982,Jennifer Smith,1954-08-11,4.20056156235753,1076;21;444;868;3113;1197;1266;2578;2669;2632;3085;843;944;1361;2001;1396;2587;2404;2300;2005;2919;199,117;434;987;1046;1368;1568;1577;2216;2229;2702;2773;2911;2924;2982;3072;3449;3616;4505;5409;5831;5957;6031
983,Sara Stone,1994-08-12,0.6436990247612173,2206;1309;165;1552;31;1046;2105;2665;1082;1367;2970;2649;1670;1960;3023;615;3231;305;1039;2446;416;2290;3025;3187;644;684;830;1170,268;365;489;681;928;1545;1694;1771;2012;2051;2272;2704;3026;3523;4133;4253;4627;4668;4773;4969;5143;5408;5507;5530;6095;6102;6122;6169;6317
984,Frances Haley,1973-06-08,6.119036246127177,684;2828;1886;3187;1466;2808;2264;138;1329;1062;2775;267;2607;985;1148;1668;2254;1820;66;953;1308;2642;96;2360,70;175;729;915;1124;1791;2173;2336;2509;2941;3180;3286;3618;3843;3866;3937;4021;4425;4638;5682;5731;5921;6018;6337
985,William Lee,1988-01-10,1.144737827585508,1232;1612;1169;2590;2816;3241;2437;2902;309;1106;2141;2413;1340;2011;2715;393;662;1573;107;902;2193;2402;2678;2865;45;1459,633;689;1084;1759;1792;1853;2196;2262;2839;2948;3090;3126;3892;4449;4551;4682;4722;4846;5101;5207;5393;5422;5465;5487;5547;5754
986,Anthony Frederick,1973-05-16,8.468018528069178,2508;377;1748;6;413;561;2776;1521;113;371;854;1250;758;1963;3113;116;1497;3146;247,818;978;1166;1857;1916;1937;2725;3004;3263;3302;3827;4345;4734;4903;5520;5559;5761;5989;6039
987,Mark Madden,1955-12-29,0.7288169444746107,2467;78;2958;149;2851;3214;52;2437;722;1967;2827;1041;3151;2287;348;1408;3043;313;1534;2986;535;712;1089;1519;2278;3098,85;475;1812;1877;2254;2307;2321;2673;2896;3067;3188;3395;3696;4489;4675;4824;5053;5129;5300;5502;5621;6106;6158;6217;6326;6444
988,Evan Moore,1959-11-21,7.633519498580851,1711;3248;786;928;1208;1739;1777;2615;1524;1545;2963;2029;3069;844;1570;2740;789;2655;2146,0;74;577;1528;1570;1642;2574;2698;3005;3007;3666;3989;4139;4284;4391;4554;4738;4996;5849
989,Robert Gordon,1987-02-21,6.065333011097762,473;832;2985;2378;1190;1308;1726;2587;1548;2337;1936;2881;2993;469;760;1616;1776;2999;2011;2088;2087;552;1344,101;582;884;1731;2024;2042;2105;2694;3007;3115;3520;3655;3672;3774;3812;3931;4419;4594;4912;4924;5377;6082;6196
990,Jenna Gill,2006-07-20,8.406793551851768,2367;1270;43;1799;696;1184;2260;2863;1174;1807;790;1609;636;28;38;1372;2002;1211;1453;2125;151,175;638;929;1172;1495;2490;2646;2738;2956;3044;4277;4396;4718;5088;5089;5274;5366;6176;6209;6306;6491
991,Juan Fry,1958-01-14,9.235508454894068,2875;337;931;1017;1141;2301;1825;2051;1642;228;2128;2990;2402;74;1420;2283;2564;2676;2022;1476,85;513;1055;1540;2019;2653;3046;3078;3483;3742;4466;4593;4963;5096;5282;5407;5447;5465;5832;6212
992,Alexander Smith,1996-07-28,3.2115921458349375,851;915;1047;171;3220;331;998;668;1428;2414;895;2020;379;924;1009;119;2340;1731;2145;2161;2741,389;1987;2007;2342;2791;2841;2931;4261;4371;4506;4754;4914;5139;5209;5224;5560;5876;6250;6309;6310;6393
993,Alyssa Zimmerman,2006-10-26,6.987257260792674,734;2320;632;2589;1256;830;2006;2665;1503;478;1189;326;3035;524,84;791;1015;1759;2499;2910;4448;4542;4836;5152;5249;5589;5972;6078
